meeting_hours,focus_blocks,tasks_completed,overdue_tasks,after_hours_activity,response_time_avg,calendar_fragmentation,consecutive_meeting_ratio,employee_id,week,archetype,productivity_score
29.54,0,7,0.438,6,9.6,0.857,0.795,422,5,at_risk,44.02
28.83,0,6,0.724,3,11.19,0.915,0.956,422,6,at_risk,35.14
30.69,1,1,0.498,4,11.08,0.726,0.728,422,7,at_risk,42.98
22.08,1,4,0.333,7,5.87,0.86,0.867,422,8,at_risk,41.16
26.58,3,1,0.41,6,17.25,0.87,0.684,422,9,at_risk,41.89
35.21,1,4,0.69,6,9.61,0.917,0.506,422,10,at_risk,39.8
20.0,0,4,0.478,10,10.43,0.788,0.876,422,11,at_risk,40.24
28.02,2,5,0.367,6,4.94,0.668,0.424,423,0,meeting_heavy,59.81
26.85,3,4,0.316,0,7.69,0.745,0.627,423,1,meeting_heavy,61.31
27.95,1,5,0.432,3,7.26,0.823,0.56,423,2,meeting_heavy,55.61
27.72,3,3,0.418,1,4.8,0.625,0.629,423,3,meeting_heavy,58.83
28.36,1,6,0.415,7,9.33,0.899,0.684,423,4,meeting_heavy,39.79
22.01,4,5,0.268,3,4.02,0.664,0.641,423,5,meeting_heavy,61.38
26.36,1,1,0.337,0,5.4,0.758,0.424,423,6,meeting_heavy,67.28
20.85,1,3,0.379,0,7.42,0.718,0.54,423,7,meeting_heavy,61.64
17.01,2,4,0.367,2,5.88,0.639,0.6,423,8,meeting_heavy,54.31
20.79,2,0,0.402,4,4.95,0.853,0.545,423,9,meeting_heavy,55.84
20.15,1,2,0.271,2,5.95,0.876,0.693,423,10,meeting_heavy,61.02
26.91,1,3,0.294,1,5.84,0.662,0.518,423,11,meeting_heavy,62.22
13.15,11,12,0.078,0,3.38,0.156,0.087,424,0,deep_focus,100.0
8.17,6,11,0.071,1,6.39,0.225,0.174,424,1,deep_focus,95.88
4.25,10,15,0.002,1,3.46,0.246,0.096,424,2,deep_focus,100.0
8.57,7,14,0.072,0,5.71,0.269,0.016,424,3,deep_focus,100.0
11.63,7,9,0.038,0,4.05,0.284,0.065,424,4,deep_focus,100.0
10.36,9,12,0.004,0,1.8,0.071,0.176,424,5,deep_focus,100.0
9.5,9,9,0.042,1,4.47,0.165,0.144,424,6,deep_focus,100.0
5.01,10,12,0.07,0,4.29,0.233,0.085,424,7,deep_focus,100.0
12.41,10,17,0.074,0,5.08,0.22,0.065,424,8,deep_focus,100.0
10.39,7,12,0.0,0,3.0,0.218,0.186,424,9,deep_focus,100.0
8.36,8,13,0.079,0,5.5,0.138,0.167,424,10,deep_focus,100.0
6.07,9,9,0.007,1,5.77,0.153,0.164,424,11,deep_focus,100.0
16.38,1,11,0.12,2,3.09,0.402,0.37,425,0,balanced,79.37
14.4,5,10,0.0,1,4.36,0.395,0.216,425,1,balanced,97.67
19.65,6,10,0.097,0,3.02,0.404,0.095,425,2,balanced,98.64
15.14,5,5,0.216,0,2.53,0.506,0.191,425,3,balanced,89.09
9.53,7,9,0.113,0,2.0,0.368,0.302,425,4,balanced,93.01
17.33,9,11,0.025,1,3.88,0.388,0.12,425,5,balanced,100.0
8.8,5,8,0.098,2,1.67,0.328,0.159,425,6,balanced,97.99
20.48,6,10,0.048,1,1.88,0.404,0.223,425,7,balanced,92.68
13.27,7,13,0.153,3,3.2,0.578,0.285,425,8,balanced,91.89
15.38,6,10,0.035,2,1.52,0.47,0.298,425,9,balanced,88.4
17.54,4,12,0.056,0,3.21,0.395,0.262,425,10,balanced,86.81
17.7,5,10,0.116,1,1.61,0.476,0.334,425,11,balanced,94.6
15.13,8,9,0.121,0,1.74,0.502,0.378,426,0,balanced,93.05
13.75,8,12,0.068,1,4.98,0.582,0.176,426,1,balanced,98.71
11.53,7,11,0.153,1,2.58,0.337,0.314,426,2,balanced,97.74
9.55,6,10,0.235,1,1.67,0.522,0.246,426,3,balanced,89.71
12.19,7,10,0.125,2,4.06,0.432,0.293,426,4,balanced,93.91
19.38,4,7,0.049,2,2.89,0.289,0.235,426,5,balanced,93.11
22.33,8,7,0.138,2,3.69,0.375,0.329,426,6,balanced,85.24
16.65,5,7,0.005,0,2.85,0.332,0.278,426,7,balanced,91.83
14.97,7,9,0.017,2,2.06,0.657,0.343,426,8,balanced,87.26
14.57,3,13,0.069,1,2.36,0.446,0.248,426,9,balanced,95.1
14.05,9,10,0.0,1,1.52,0.263,0.132,426,10,balanced,100.0
14.21,7,11,0.068,1,4.18,0.342,0.349,426,11,balanced,98.41
20.41,1,6,0.41,6,6.84,0.79,0.582,427,0,meeting_heavy,57.97
22.94,2,1,0.356,0,6.75,0.704,0.65,427,1,meeting_heavy,56.87
21.52,2,4,0.504,2,4.86,0.874,0.563,427,2,meeting_heavy,57.58
24.11,1,3,0.281,5,5.7,0.694,0.57,427,3,meeting_heavy,59.0
29.34,1,2,0.542,3,5.79,0.757,0.475,427,4,meeting_heavy,54.57
26.34,3,3,0.369,5,6.08,0.822,0.642,427,5,meeting_heavy,58.54
20.51,3,0,0.283,0,8.12,0.886,0.528,427,6,meeting_heavy,59.39
38.0,2,6,0.286,2,6.93,0.681,0.472,427,7,meeting_heavy,55.38
20.85,2,3,0.186,3,8.55,0.684,0.766,427,8,meeting_heavy,54.66
26.37,1,3,0.331,0,4.49,0.695,0.789,427,9,meeting_heavy,54.83
24.31,1,4,0.312,1,4.89,0.798,0.462,427,10,meeting_heavy,64.43
18.8,0,2,0.44,5,6.54,0.771,0.533,427,11,meeting_heavy,51.97
5.61,6,17,0.1,0,3.76,0.234,0.103,428,0,deep_focus,100.0
4.26,6,17,0.077,2,2.49,0.224,0.107,428,1,deep_focus,100.0
9.72,15,23,0.064,2,2.71,0.192,0.06,428,2,deep_focus,100.0
9.28,13,11,0.103,0,3.16,0.181,0.199,428,3,deep_focus,100.0
2.57,11,11,0.071,0,6.94,0.097,0.129,428,4,deep_focus,100.0
6.56,8,17,0.058,0,4.57,0.223,0.153,428,5,deep_focus,100.0
7.54,11,17,0.071,1,4.58,0.294,0.169,428,6,deep_focus,100.0
10.29,9,21,0.0,0,2.83,0.369,0.09,428,7,deep_focus,100.0
1.25,10,14,0.047,1,5.74,0.275,0.06,428,8,deep_focus,100.0
10.52,9,12,0.005,1,3.71,0.183,0.112,428,9,deep_focus,100.0
7.27,8,19,0.091,0,2.08,0.253,0.124,428,10,deep_focus,100.0
4.75,8,14,0.056,1,5.79,0.149,0.195,428,11,deep_focus,100.0
7.9,9,11,0.097,1,1.54,0.273,0.168,429,0,deep_focus,100.0
3.37,10,16,0.144,1,7.6,0.202,0.119,429,1,deep_focus,100.0
5.77,9,12,0.0,0,5.62,0.206,0.104,429,2,deep_focus,100.0
6.04,12,18,0.065,0,6.65,0.285,0.026,429,3,deep_focus,100.0
1.3,8,16,0.085,1,3.79,0.39,0.102,429,4,deep_focus,100.0
7.23,13,16,0.009,0,1.48,0.192,0.025,429,5,deep_focus,100.0
5.57,10,18,0.0,0,3.06,0.331,0.103,429,6,deep_focus,100.0
14.09,8,15,0.0,0,4.39,0.201,0.197,429,7,deep_focus,100.0
4.24,10,15,0.094,0,5.25,0.245,0.158,429,8,deep_focus,100.0
5.28,7,10,0.027,0,2.63,0.201,0.041,429,9,deep_focus,100.0
7.29,8,15,0.033,0,3.02,0.282,0.164,429,10,deep_focus,100.0
6.3,5,13,0.0,0,5.62,0.08,0.055,429,11,deep_focus,100.0
10.38,9,13,0.042,1,5.52,0.343,0.056,430,0,deep_focus,100.0
7.02,12,11,0.088,0,5.46,0.207,0.048,430,1,deep_focus,100.0
8.26,3,16,0.0,0,3.84,0.0,0.069,430,2,deep_focus,100.0
11.12,10,16,0.0,0,6.73,0.28,0.074,430,3,deep_focus,100.0
9.32,10,13,0.04,1,5.46,0.169,0.008,430,4,deep_focus,100.0
6.5,12,11,0.045,0,3.22,0.267,0.153,430,5,deep_focus,100.0
10.94,7,10,0.02,1,5.83,0.101,0.082,430,6,deep_focus,100.0
6.41,10,16,0.148,2,5.19,0.163,0.135,430,7,deep_focus,100.0
2.8,9,14,0.019,1,2.52,0.284,0.13,430,8,deep_focus,100.0
8.3,7,9,0.084,1,3.19,0.189,0.152,430,9,deep_focus,98.16
4.14,5,10,0.04,2,4.96,0.279,0.133,430,10,deep_focus,100.0
6.81,10,19,0.117,0,3.27,0.021,0.108,430,11,deep_focus,100.0
26.7,2,1,0.192,0,9.14,0.623,0.521,431,0,meeting_heavy,63.03
22.24,1,5,0.306,6,2.6,0.715,0.556,431,1,meeting_heavy,60.72
22.51,1,5,0.323,0,10.16,0.755,0.661,431,2,meeting_heavy,61.38
27.92,1,4,0.28,3,5.67,0.853,0.486,431,3,meeting_heavy,62.09
29.1,1,5,0.392,4,7.21,0.755,0.54,431,4,meeting_heavy,46.62
22.14,2,5,0.451,5,5.57,0.946,0.59,431,5,meeting_heavy,54.97
23.69,2,2,0.334,2,6.28,0.83,0.573,431,6,meeting_heavy,63.43
24.51,2,3,0.303,3,6.91,0.739,0.511,431,7,meeting_heavy,61.19
23.27,2,2,0.286,3,5.83,0.765,0.339,431,8,meeting_heavy,63.41
25.53,1,4,0.229,0,6.84,0.745,0.566,431,9,meeting_heavy,59.38
27.76,1,2,0.255,3,5.38,0.864,0.305,431,10,meeting_heavy,63.69
29.41,1,1,0.184,4,6.48,0.772,0.59,431,11,meeting_heavy,58.05
7.07,4,11,0.128,0,2.69,0.137,0.073,432,0,deep_focus,100.0
9.02,9,13,0.12,0,4.09,0.21,0.142,432,1,deep_focus,100.0
3.52,10,19,0.035,0,2.21,0.283,0.016,432,2,deep_focus,100.0
8.02,7,11,0.078,1,5.75,0.239,0.1,432,3,deep_focus,100.0
9.48,5,15,0.027,1,2.45,0.268,0.129,432,4,deep_focus,100.0
5.42,7,14,0.131,0,4.49,0.234,0.073,432,5,deep_focus,100.0
2.78,6,15,0.0,0,2.84,0.289,0.178,432,6,deep_focus,100.0
5.87,12,13,0.063,0,3.69,0.161,0.006,432,7,deep_focus,100.0
13.5,8,16,0.028,1,2.85,0.172,0.129,432,8,deep_focus,100.0
8.5,10,11,0.013,0,3.65,0.173,0.079,432,9,deep_focus,100.0
12.21,8,15,0.021,0,4.7,0.133,0.137,432,10,deep_focus,100.0
6.84,10,17,0.091,2,4.76,0.084,0.106,432,11,deep_focus,100.0
24.16,1,5,0.34,1,5.21,0.872,0.632,433,0,meeting_heavy,53.22
21.32,2,5,0.443,4,4.16,0.643,0.84,433,1,meeting_heavy,46.75
22.96,3,3,0.314,4,6.43,0.8,0.592,433,2,meeting_heavy,63.28
22.23,3,3,0.393,1,10.08,0.782,0.634,433,3,meeting_heavy,55.29
27.74,3,0,0.289,1,2.24,0.697,0.595,433,4,meeting_heavy,59.88
18.17,2,3,0.323,0,5.21,0.683,0.609,433,5,meeting_heavy,67.06
22.69,0,1,0.406,4,5.21,0.753,0.555,433,6,meeting_heavy,52.3
28.98,1,5,0.273,3,3.9,0.816,0.682,433,7,meeting_heavy,57.62
16.96,2,7,0.438,2,4.29,0.628,0.672,433,8,meeting_heavy,58.4
27.43,1,4,0.531,3,4.04,0.634,0.509,433,9,meeting_heavy,60.08
31.08,1,0,0.265,3,6.7,0.784,0.465,433,10,meeting_heavy,57.76
23.76,2,2,0.457,3,5.71,0.888,0.563,433,11,meeting_heavy,54.08
11.99,7,11,0.089,0,3.47,0.488,0.231,434,0,balanced,97.8
16.38,4,11,0.106,0,2.34,0.175,0.466,434,1,balanced,90.42
16.26,4,10,0.216,2,3.22,0.341,0.288,434,2,balanced,87.29
16.38,5,9,0.197,0,3.31,0.402,0.093,434,3,balanced,85.07
11.83,3,8,0.195,1,3.75,0.28,0.2,434,4,balanced,88.48
14.04,7,10,0.072,2,2.39,0.427,0.14,434,5,balanced,100.0
15.27,6,8,0.153,0,1.25,0.503,0.17,434,6,balanced,91.38
16.89,7,8,0.171,0,2.73,0.184,0.12,434,7,balanced,97.48
15.94,2,8,0.152,0,4.04,0.345,0.219,434,8,balanced,86.19
8.92,5,9,0.141,0,1.35,0.569,0.263,434,9,balanced,97.44
16.76,4,7,0.156,3,1.56,0.393,0.274,434,10,balanced,87.27
15.5,4,5,0.238,3,2.28,0.396,0.196,434,11,balanced,85.65
23.01,1,2,0.396,3,3.72,0.846,0.463,435,0,meeting_heavy,54.97
17.66,1,4,0.232,4,9.43,0.748,0.632,435,1,meeting_heavy,57.3
15.67,1,2,0.284,1,3.09,0.701,0.496,435,2,meeting_heavy,68.82
28.81,2,5,0.267,3,8.14,0.66,0.397,435,3,meeting_heavy,67.55
24.15,1,3,0.272,2,3.9,0.602,0.556,435,4,meeting_heavy,57.94
26.15,2,1,0.277,4,5.15,0.641,0.608,435,5,meeting_heavy,61.78
22.8,2,1,0.528,2,0.67,0.788,0.34,435,6,meeting_heavy,59.46
29.27,1,3,0.4,1,5.81,0.753,0.303,435,7,meeting_heavy,64.48
28.39,2,4,0.501,2,5.81,0.676,0.4,435,8,meeting_heavy,68.64
25.23,0,3,0.331,2,6.1,0.585,0.691,435,9,meeting_heavy,53.05
28.71,1,4,0.155,1,3.09,0.767,0.481,435,10,meeting_heavy,66.23
22.73,1,1,0.506,3,9.14,0.638,0.554,435,11,meeting_heavy,51.25
16.65,5,12,0.101,3,3.03,0.317,0.098,436,0,balanced,97.86
20.48,7,12,0.228,0,1.23,0.372,0.328,436,1,balanced,95.48
16.45,5,8,0.114,1,2.55,0.463,0.249,436,2,balanced,89.59
16.1,7,7,0.035,1,3.76,0.364,0.413,436,3,balanced,89.44
11.56,2,12,0.113,0,2.68,0.143,0.348,436,4,balanced,94.5
12.35,4,9,0.168,1,3.56,0.119,0.148,436,5,balanced,91.91
13.72,8,11,0.202,1,2.26,0.461,0.166,436,6,balanced,98.34
14.95,4,14,0.163,0,3.96,0.563,0.129,436,7,balanced,92.81
16.32,5,10,0.08,0,2.14,0.346,0.17,436,8,balanced,96.15
15.4,9,9,0.0,2,2.61,0.281,0.223,436,9,balanced,99.2
15.25,4,7,0.077,0,4.08,0.42,0.133,436,10,balanced,89.36
10.94,2,7,0.139,3,1.16,0.673,0.28,436,11,balanced,75.6
12.84,8,11,0.125,1,4.06,0.53,0.13,437,0,balanced,98.85
16.84,4,12,0.103,2,2.63,0.426,0.269,437,1,balanced,91.1
21.47,5,9,0.103,1,2.06,0.392,0.359,437,2,balanced,89.22
15.84,2,8,0.013,0,3.35,0.396,0.112,437,3,balanced,89.76
17.67,4,12,0.145,1,2.51,0.457,0.215,437,4,balanced,91.65
11.96,8,13,0.133,1,3.94,0.459,0.214,437,5,balanced,100.0
17.6,3,9,0.185,1,1.83,0.36,0.346,437,6,balanced,85.04
15.78,5,12,0.181,0,3.94,0.452,0.377,437,7,balanced,88.85
17.06,6,7,0.181,2,2.35,0.429,0.419,437,8,balanced,77.11
15.0,3,8,0.169,1,2.8,0.57,0.176,437,9,balanced,87.03
15.55,4,11,0.184,1,2.31,0.369,0.036,437,10,balanced,96.41
18.55,5,6,0.187,1,3.57,0.399,0.121,437,11,balanced,92.04
15.33,6,11,0.123,0,2.09,0.437,0.122,438,0,balanced,100.0
24.88,2,10,0.125,2,0.5,0.417,0.154,438,1,balanced,85.9
14.14,8,10,0.012,0,3.5,0.331,0.296,438,2,balanced,98.82
15.43,8,10,0.066,0,2.74,0.295,0.303,438,3,balanced,98.78
13.66,4,9,0.131,0,2.76,0.353,0.213,438,4,balanced,92.94
9.95,8,11,0.13,2,1.64,0.225,0.099,438,5,balanced,100.0
16.58,6,11,0.0,0,2.35,0.467,0.262,438,6,balanced,98.49
20.71,7,11,0.208,1,1.7,0.466,0.273,438,7,balanced,90.19
19.43,5,7,0.154,1,2.68,0.299,0.277,438,8,balanced,89.65
14.39,6,11,0.228,1,4.55,0.484,0.319,438,9,balanced,88.04
17.54,6,10,0.121,2,4.96,0.466,0.219,438,10,balanced,87.44
17.57,4,7,0.098,2,2.78,0.406,0.279,438,11,balanced,83.32
29.95,0,2,0.335,0,4.6,0.671,0.632,439,0,meeting_heavy,47.71
26.4,1,2,0.355,1,9.09,0.6,0.534,439,1,meeting_heavy,63.58
27.68,2,7,0.433,0,3.69,0.731,0.644,439,2,meeting_heavy,62.61
28.25,1,3,0.323,5,5.79,0.765,0.691,439,3,meeting_heavy,53.87
31.29,3,7,0.339,1,10.37,0.862,0.601,439,4,meeting_heavy,57.83
25.51,3,0,0.457,1,2.69,0.55,0.552,439,5,meeting_heavy,62.79
25.06,0,3,0.431,4,6.28,0.848,0.669,439,6,meeting_heavy,50.94
25.15,0,4,0.233,3,8.44,0.771,0.599,439,7,meeting_heavy,52.51
27.23,4,5,0.3,2,4.2,0.626,0.357,439,8,meeting_heavy,69.47
20.34,2,2,0.241,0,5.3,0.575,0.671,439,9,meeting_heavy,64.87
25.57,3,4,0.389,4,4.97,0.699,0.604,439,10,meeting_heavy,56.63
23.18,2,3,0.559,0,9.07,0.831,0.712,439,11,meeting_heavy,47.9
11.43,5,13,0.213,1,2.62,0.425,0.124,440,0,balanced,99.49
17.09,6,12,0.147,1,1.98,0.395,0.227,440,1,balanced,92.29
21.26,4,7,0.104,2,2.05,0.435,0.153,440,2,balanced,96.4
16.88,5,12,0.094,1,3.71,0.53,0.276,440,3,balanced,96.14
13.01,6,8,0.152,1,1.83,0.277,0.257,440,4,balanced,93.2
15.77,4,11,0.166,0,2.78,0.537,0.282,440,5,balanced,92.38
16.42,5,9,0.13,2,2.08,0.447,0.218,440,6,balanced,91.44
20.26,5,11,0.085,0,5.52,0.363,0.264,440,7,balanced,90.7
11.25,3,10,0.035,0,3.65,0.423,0.217,440,8,balanced,100.0
11.61,10,8,0.181,0,3.88,0.498,0.175,440,9,balanced,100.0
15.28,3,10,0.079,2,4.86,0.299,0.297,440,10,balanced,85.86
13.95,8,10,0.158,0,3.74,0.382,0.159,440,11,balanced,100.0
19.87,3,9,0.192,1,0.98,0.349,0.314,441,0,balanced,89.29
18.93,6,9,0.174,2,3.77,0.388,0.285,441,1,balanced,88.43
17.91,7,10,0.205,2,2.5,0.54,0.287,441,2,balanced,89.61
11.87,6,13,0.0,0,3.77,0.424,0.304,441,3,balanced,97.86
9.14,4,13,0.093,1,0.5,0.22,0.339,441,4,balanced,96.65
16.2,4,7,0.104,0,2.17,0.319,0.239,441,5,balanced,88.07
11.66,9,10,0.13,1,3.67,0.453,0.167,441,6,balanced,98.75
5.86,9,9,0.156,1,3.91,0.394,0.144,441,7,balanced,100.0
11.19,2,8,0.048,1,2.5,0.412,0.318,441,8,balanced,88.25
11.27,1,10,0.08,1,3.33,0.544,0.11,441,9,balanced,94.77
11.79,3,7,0.199,0,1.69,0.285,0.337,441,10,balanced,85.88
10.14,4,9,0.174,2,2.22,0.347,0.418,441,11,balanced,88.07
8.86,6,10,0.024,0,0.79,0.355,0.078,442,0,deep_focus,100.0
4.14,8,11,0.074,0,3.7,0.181,0.118,442,1,deep_focus,100.0
7.3,9,16,0.066,0,6.21,0.145,0.168,442,2,deep_focus,100.0
11.22,8,11,0.054,1,3.72,0.237,0.141,442,3,deep_focus,100.0
4.51,6,14,0.109,0,2.74,0.084,0.07,442,4,deep_focus,100.0
2.67,10,14,0.086,1,3.9,0.092,0.062,442,5,deep_focus,100.0
6.96,12,14,0.054,1,4.42,0.179,0.176,442,6,deep_focus,100.0
8.81,9,12,0.017,1,3.25,0.139,0.109,442,7,deep_focus,100.0
9.05,7,7,0.0,1,2.02,0.261,0.04,442,8,deep_focus,100.0
10.05,7,12,0.057,1,6.05,0.217,0.098,442,9,deep_focus,100.0
7.81,8,11,0.065,0,4.26,0.197,0.132,442,10,deep_focus,100.0
7.93,6,17,0.033,2,0.5,0.214,0.143,442,11,deep_focus,100.0
36.39,1,4,0.754,9,15.24,0.807,0.833,443,0,at_risk,31.18
25.94,1,4,0.802,9,8.76,0.763,0.804,443,1,at_risk,35.48
30.56,0,1,0.514,8,10.37,0.785,0.93,443,2,at_risk,38.37
22.52,1,2,0.524,6,9.45,0.984,0.796,443,3,at_risk,40.24
30.51,2,4,0.698,7,13.0,0.881,0.713,443,4,at_risk,36.94
38.14,1,5,0.729,8,14.97,0.676,0.566,443,5,at_risk,37.83
36.7,1,6,0.58,12,8.84,0.899,0.756,443,6,at_risk,32.21
36.67,0,2,0.487,5,7.93,0.94,0.891,443,7,at_risk,32.32
30.02,0,0,0.607,4,14.41,0.74,0.691,443,8,at_risk,34.25
30.92,2,0,0.505,2,12.37,0.798,0.74,443,9,at_risk,46.91
29.49,0,1,0.563,4,12.44,0.855,0.646,443,10,at_risk,42.99
45.0,3,2,0.425,9,13.32,0.866,0.54,443,11,at_risk,40.78
39.13,0,1,0.453,0,12.8,0.849,0.722,444,0,at_risk,38.79
29.1,0,4,0.493,3,11.81,0.78,0.743,444,1,at_risk,44.67
34.82,1,2,0.575,5,11.58,0.823,0.731,444,2,at_risk,38.68
26.52,0,0,0.472,9,11.74,0.671,0.681,444,3,at_risk,37.34
40.96,0,4,0.334,4,6.79,0.909,0.753,444,4,at_risk,42.65
26.65,1,6,0.586,12,12.61,0.995,0.727,444,5,at_risk,39.13
29.57,0,1,0.593,3,10.34,0.676,0.717,444,6,at_risk,42.87
29.19,0,2,0.492,7,4.93,0.755,0.647,444,7,at_risk,49.14
34.36,1,0,0.581,5,8.64,0.792,0.722,444,8,at_risk,38.74
20.7,1,1,0.471,3,8.78,0.857,0.731,444,9,at_risk,43.45
36.13,0,2,0.384,5,10.15,0.91,0.74,444,10,at_risk,36.73
27.53,1,1,0.785,12,14.63,0.776,0.816,444,11,at_risk,31.48
2.42,10,13,0.073,0,4.07,0.288,0.173,445,0,deep_focus,100.0
3.89,8,12,0.086,3,2.33,0.234,0.115,445,1,deep_focus,100.0
10.28,9,7,0.0,0,2.88,0.189,0.089,445,2,deep_focus,100.0
1.0,4,9,0.09,0,2.57,0.047,0.049,445,3,deep_focus,100.0
10.3,8,13,0.0,0,4.83,0.146,0.181,445,4,deep_focus,100.0
11.16,8,20,0.084,1,4.28,0.212,0.099,445,5,deep_focus,100.0
4.38,6,16,0.045,1,2.09,0.314,0.165,445,6,deep_focus,100.0
2.77,8,9,0.04,1,3.3,0.063,0.139,445,7,deep_focus,100.0
4.94,12,15,0.018,0,5.45,0.272,0.075,445,8,deep_focus,100.0
4.61,10,12,0.006,1,4.69,0.161,0.113,445,9,deep_focus,100.0
10.23,8,10,0.047,2,1.36,0.015,0.095,445,10,deep_focus,100.0
6.65,8,17,0.048,1,0.5,0.158,0.059,445,11,deep_focus,100.0
6.76,11,12,0.064,0,4.42,0.269,0.016,446,0,deep_focus,100.0
8.89,8,14,0.08,0,4.56,0.294,0.078,446,1,deep_focus,100.0
5.43,9,18,0.133,2,3.48,0.131,0.023,446,2,deep_focus,100.0
12.28,9,15,0.048,1,3.07,0.226,0.085,446,3,deep_focus,100.0
9.42,10,11,0.094,1,3.55,0.155,0.037,446,4,deep_focus,100.0
4.11,9,14,0.12,0,3.08,0.193,0.054,446,5,deep_focus,100.0
14.38,10,16,0.044,1,5.87,0.174,0.172,446,6,deep_focus,100.0
7.83,7,14,0.095,0,4.51,0.258,0.106,446,7,deep_focus,100.0
1.0,8,8,0.157,2,2.45,0.27,0.134,446,8,deep_focus,100.0
7.9,4,12,0.029,2,2.56,0.255,0.066,446,9,deep_focus,97.51
10.76,6,13,0.084,1,1.76,0.072,0.068,446,10,deep_focus,100.0
4.14,8,15,0.039,0,2.62,0.236,0.094,446,11,deep_focus,100.0
15.41,9,9,0.112,0,1.84,0.172,0.274,447,0,balanced,100.0
16.01,7,11,0.106,1,3.58,0.321,0.175,447,1,balanced,95.39
16.01,7,10,0.053,0,2.64,0.422,0.278,447,2,balanced,91.4
15.28,7,11,0.212,2,3.02,0.464,0.284,447,3,balanced,97.9
13.76,6,5,0.184,1,2.84,0.358,0.302,447,4,balanced,88.7
21.26,9,11,0.072,1,3.39,0.319,0.217,447,5,balanced,100.0
13.92,5,10,0.146,2,3.55,0.33,0.419,447,6,balanced,89.5
12.14,7,15,0.144,0,1.36,0.229,0.251,447,7,balanced,100.0
13.79,6,7,0.065,2,2.25,0.531,0.203,447,8,balanced,93.91
22.86,4,14,0.121,0,2.7,0.36,0.362,447,9,balanced,91.73
21.57,3,10,0.027,2,2.52,0.45,0.21,447,10,balanced,92.85
11.5,7,10,0.0,2,2.26,0.452,0.211,447,11,balanced,100.0
23.65,1,2,0.676,7,16.42,0.805,0.867,448,0,at_risk,35.89
27.89,1,1,0.728,9,12.37,0.925,0.808,448,1,at_risk,32.63
37.35,1,2,0.623,7,12.81,0.999,0.655,448,2,at_risk,35.26
27.3,0,2,0.492,9,11.08,0.802,0.841,448,3,at_risk,33.3
27.83,0,0,0.48,7,12.78,0.686,0.936,448,4,at_risk,34.79
25.0,0,1,0.504,6,9.54,0.977,0.677,448,5,at_risk,38.78
40.8,0,1,0.407,6,13.96,0.915,0.648,448,6,at_risk,36.89
32.95,0,5,0.704,9,10.06,0.844,0.633,448,7,at_risk,37.01
27.92,0,7,0.599,3,13.73,0.957,0.893,448,8,at_risk,36.22
27.28,0,6,0.569,2,14.96,0.796,0.711,448,9,at_risk,48.24
21.15,1,1,0.321,9,11.51,0.993,0.713,448,10,at_risk,42.35
30.83,1,3,0.502,1,10.86,0.896,0.716,448,11,at_risk,38.6
12.98,8,12,0.0,1,4.44,0.116,0.124,449,0,deep_focus,100.0
7.89,8,18,0.025,1,4.24,0.198,0.134,449,1,deep_focus,100.0
12.07,8,15,0.084,0,2.92,0.211,0.07,449,2,deep_focus,100.0
6.11,8,14,0.0,0,0.61,0.116,0.096,449,3,deep_focus,100.0
12.18,9,12,0.04,2,2.34,0.142,0.153,449,4,deep_focus,100.0
8.91,10,17,0.0,2,2.73,0.257,0.082,449,5,deep_focus,100.0
7.56,5,14,0.038,0,1.48,0.0,0.126,449,6,deep_focus,100.0
6.63,9,17,0.061,0,7.2,0.149,0.03,449,7,deep_focus,100.0
8.04,10,12,0.043,0,5.21,0.211,0.086,449,8,deep_focus,100.0
7.53,6,17,0.094,1,3.9,0.12,0.186,449,9,deep_focus,100.0
12.85,10,17,0.091,0,3.53,0.237,0.11,449,10,deep_focus,100.0
10.9,9,6,0.097,1,7.1,0.162,0.008,449,11,deep_focus,100.0
33.46,0,2,0.527,4,10.32,0.798,0.94,450,0,at_risk,40.25
30.81,0,4,0.429,9,5.38,0.847,0.853,450,1,at_risk,38.66
30.46,2,1,0.374,3,6.98,0.883,0.72,450,2,at_risk,52.68
36.3,1,0,0.636,10,10.31,0.773,0.595,450,3,at_risk,33.25
35.29,0,3,0.547,11,7.58,0.88,0.869,450,4,at_risk,25.47
31.84,0,2,0.474,4,13.41,0.934,0.823,450,5,at_risk,35.84
31.67,0,4,0.552,3,13.15,0.837,0.825,450,6,at_risk,39.32
29.48,1,1,0.3,9,10.6,0.859,0.826,450,7,at_risk,41.96
21.41,0,2,0.6,13,9.27,0.863,0.607,450,8,at_risk,41.94
21.08,3,0,0.472,6,15.31,0.868,0.61,450,9,at_risk,55.42
28.67,0,1,0.428,4,7.21,0.778,0.716,450,10,at_risk,45.83
29.8,0,3,0.626,11,12.06,0.861,0.745,450,11,at_risk,31.77
20.12,1,4,0.256,3,2.5,0.712,0.734,451,0,meeting_heavy,57.25
27.71,0,0,0.412,3,6.77,0.919,0.615,451,1,meeting_heavy,44.88
23.12,3,3,0.268,3,10.0,0.964,0.503,451,2,meeting_heavy,61.96
30.37,2,4,0.411,5,2.5,0.786,0.483,451,3,meeting_heavy,60.17
23.15,0,2,0.21,1,7.02,0.837,0.523,451,4,meeting_heavy,64.72
31.47,3,0,0.381,4,2.56,0.991,0.536,451,5,meeting_heavy,52.35
29.03,2,6,0.55,0,6.23,0.842,0.437,451,6,meeting_heavy,58.86
